REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2020/09/01 19:00:00,6293.68,163.08,TRADE
VIC1,2020/09/01 19:30:00,6158.84,49.89,TRADE
VIC1,2020/09/01 20:00:00,6033.88,51.91,TRADE
VIC1,2020/09/01 20:30:00,5864.7,57.23,TRADE
VIC1,2020/09/01 21:00:00,5695.56,56.57,TRADE
VIC1,2020/09/01 21:30:00,5533.12,47.34,TRADE
VIC1,2020/09/01 22:00:00,5315.99,38.77,TRADE
VIC1,2020/09/01 22:30:00,5114.53,40.49,TRADE
VIC1,2020/09/01 23:00:00,4966.96,36.26,TRADE
VIC1,2020/09/01 23:30:00,5035.6,37.80,TRADE
VIC1,2020/09/02 00:00:00,4970.12,37.81,TRADE
VIC1,2020/09/02 00:30:00,4779.21,35.18,TRADE
VIC1,2020/09/02 01:00:00,4630.78,35.80,TRADE
VIC1,2020/09/02 01:30:00,4435.97,33.21,TRADE
VIC1,2020/09/02 02:00:00,4254.31,29.59,TRADE
VIC1,2020/09/02 02:30:00,4103.15,9.15,TRADE
VIC1,2020/09/02 03:00:00,3972.25,7.57,TRADE
VIC1,2020/09/02 03:30:00,3899.9,-1.07,TRADE
VIC1,2020/09/02 04:00:00,3876.69,-0.37,TRADE
VIC1,2020/09/02 04:30:00,3857.97,0,TRADE
VIC1,2020/09/02 05:00:00,3903.45,2.34,TRADE
VIC1,2020/09/02 05:30:00,4074.78,7.01,TRADE
VIC1,2020/09/02 06:00:00,4251.2,9.15,TRADE
VIC1,2020/09/02 06:30:00,4707.68,35.17,TRADE
VIC1,2020/09/02 07:00:00,4988.65,42.33,TRADE
VIC1,2020/09/02 07:30:00,5075.58,33.91,TRADE
VIC1,2020/09/02 08:00:00,5337.36,40.57,TRADE
VIC1,2020/09/02 08:30:00,5515.12,43.57,TRADE
VIC1,2020/09/02 09:00:00,5540.48,33.62,TRADE
VIC1,2020/09/02 09:30:00,5426.77,35.03,TRADE
VIC1,2020/09/02 10:00:00,5220.3,24.18,TRADE
VIC1,2020/09/02 10:30:00,5110.57,27.57,TRADE
VIC1,2020/09/02 11:00:00,4995.59,18.57,TRADE
VIC1,2020/09/02 11:30:00,4720.7,8.76,TRADE
VIC1,2020/09/02 12:00:00,4472.31,6.69,TRADE
VIC1,2020/09/02 12:30:00,4244.78,4.30,TRADE
VIC1,2020/09/02 13:00:00,3941.32,2.77,TRADE
VIC1,2020/09/02 13:30:00,3883.58,1.56,TRADE
VIC1,2020/09/02 14:00:00,3882.91,12.88,TRADE
VIC1,2020/09/02 14:30:00,3937.33,6.79,TRADE
VIC1,2020/09/02 15:00:00,4018.8,8.01,TRADE
VIC1,2020/09/02 15:30:00,4182.91,10.59,TRADE
VIC1,2020/09/02 16:00:00,4505.56,30.70,TRADE
VIC1,2020/09/02 16:30:00,4726.17,33.77,TRADE
VIC1,2020/09/02 17:00:00,4874.35,43.62,TRADE
VIC1,2020/09/02 17:30:00,5164.85,38.56,TRADE
VIC1,2020/09/02 18:00:00,5477.83,43.36,TRADE
VIC1,2020/09/02 18:30:00,5831.87,111.06,TRADE
VIC1,2020/09/02 19:00:00,5888.64,95.20,TRADE
VIC1,2020/09/02 19:30:00,5729.52,45.87,TRADE
VIC1,2020/09/02 20:00:00,5573.98,50.08,TRADE
VIC1,2020/09/02 20:30:00,5375.3,54.69,TRADE
VIC1,2020/09/02 21:00:00,5245.16,47.09,TRADE
VIC1,2020/09/02 21:30:00,5087.63,40.81,TRADE
VIC1,2020/09/02 22:00:00,5021.9,42.20,TRADE
VIC1,2020/09/02 22:30:00,4811.99,51.95,TRADE
VIC1,2020/09/02 23:00:00,4699.84,37.78,TRADE
VIC1,2020/09/02 23:30:00,4868.23,39.83,TRADE
VIC1,2020/09/03 00:00:00,4874.54,43.30,TRADE
VIC1,2020/09/03 00:30:00,4709.91,39.95,TRADE
VIC1,2020/09/03 01:00:00,4537.11,31.23,TRADE
VIC1,2020/09/03 01:30:00,4384.58,32.94,TRADE
VIC1,2020/09/03 02:00:00,4214.12,31.61,TRADE
VIC1,2020/09/03 02:30:00,4020.69,8.10,TRADE
VIC1,2020/09/03 03:00:00,3926.91,10.10,TRADE
VIC1,2020/09/03 03:30:00,3803.15,4.69,TRADE
VIC1,2020/09/03 04:00:00,3757.01,0.80,TRADE
VIC1,2020/09/03 04:30:00,3805.01,4.16,TRADE
VIC1,2020/09/03 05:00:00,3844.73,3.12,TRADE
VIC1,2020/09/03 05:30:00,3985.42,10.67,TRADE
VIC1,2020/09/03 06:00:00,4158.38,25.43,TRADE
VIC1,2020/09/03 06:30:00,4549.16,32.53,TRADE
VIC1,2020/09/03 07:00:00,4810.91,43.30,TRADE
VIC1,2020/09/03 07:30:00,4918.94,34.43,TRADE
VIC1,2020/09/03 08:00:00,5053.87,34.78,TRADE
VIC1,2020/09/03 08:30:00,4941.23,27.58,TRADE
VIC1,2020/09/03 09:00:00,4678.62,15.54,TRADE
VIC1,2020/09/03 09:30:00,4433.7,9.07,TRADE
VIC1,2020/09/03 10:00:00,4170.75,-9.90,TRADE
VIC1,2020/09/03 10:30:00,3969.39,-14.18,TRADE
VIC1,2020/09/03 11:00:00,3845.06,9.58,TRADE
VIC1,2020/09/03 11:30:00,3726.93,-15.83,TRADE
VIC1,2020/09/03 12:00:00,3644.42,-26.46,TRADE
VIC1,2020/09/03 12:30:00,3630.67,-16.50,TRADE
VIC1,2020/09/03 13:00:00,3650.53,-12.73,TRADE
VIC1,2020/09/03 13:30:00,3842.94,6.27,TRADE
VIC1,2020/09/03 14:00:00,3953.16,7.46,TRADE
VIC1,2020/09/03 14:30:00,4074.11,13.99,TRADE
VIC1,2020/09/03 15:00:00,4401.7,23.55,TRADE
VIC1,2020/09/03 15:30:00,4567.93,26.38,TRADE
VIC1,2020/09/03 16:00:00,4703.99,27.97,TRADE
VIC1,2020/09/03 16:30:00,4774.2,19.22,TRADE
VIC1,2020/09/03 17:00:00,5001.04,35.85,TRADE
VIC1,2020/09/03 17:30:00,5295.81,40.94,TRADE
VIC1,2020/09/03 18:00:00,5642.68,58.15,TRADE
VIC1,2020/09/03 18:30:00,5803.92,67.53,TRADE
VIC1,2020/09/03 19:00:00,5774.68,58.51,TRADE
VIC1,2020/09/03 19:30:00,5700.86,41.25,TRADE
VIC1,2020/09/03 20:00:00,5581.76,44.58,TRADE
VIC1,2020/09/03 20:30:00,5508.07,48.93,TRADE
VIC1,2020/09/03 21:00:00,5319.04,42.77,TRADE
VIC1,2020/09/03 21:30:00,5183.68,39.83,TRADE
VIC1,2020/09/03 22:00:00,5030.15,38.12,TRADE
VIC1,2020/09/03 22:30:00,4850.83,36.70,TRADE
VIC1,2020/09/03 23:00:00,4705.46,31.65,TRADE
VIC1,2020/09/03 23:30:00,4893.17,31.94,TRADE
VIC1,2020/09/04 00:00:00,4888.51,35.51,TRADE
VIC1,2020/09/04 00:30:00,4749.18,39.97,TRADE
VIC1,2020/09/04 01:00:00,4602.01,31.85,TRADE
VIC1,2020/09/04 01:30:00,4461.47,34.60,TRADE
VIC1,2020/09/04 02:00:00,4304.01,32.17,TRADE
VIC1,2020/09/04 02:30:00,4148.8,20.95,TRADE
VIC1,2020/09/04 03:00:00,4075.83,19.70,TRADE
VIC1,2020/09/04 03:30:00,4057.08,21.06,TRADE
VIC1,2020/09/04 04:00:00,4015.83,21.77,TRADE
VIC1,2020/09/04 04:30:00,4075.92,25.73,TRADE
VIC1,2020/09/04 05:00:00,4087.49,28.69,TRADE
VIC1,2020/09/04 05:30:00,4217.72,37.83,TRADE
VIC1,2020/09/04 06:00:00,4467.11,40,TRADE
VIC1,2020/09/04 06:30:00,4817.12,43.04,TRADE
VIC1,2020/09/04 07:00:00,5119.65,54.46,TRADE
VIC1,2020/09/04 07:30:00,5271.53,44.94,TRADE
VIC1,2020/09/04 08:00:00,5390.49,52.02,TRADE
VIC1,2020/09/04 08:30:00,5433.59,56.54,TRADE
VIC1,2020/09/04 09:00:00,5401.81,55.33,TRADE
VIC1,2020/09/04 09:30:00,5229.2,55.17,TRADE
VIC1,2020/09/04 10:00:00,5071.25,53.95,TRADE
VIC1,2020/09/04 10:30:00,4906.92,44.39,TRADE
VIC1,2020/09/04 11:00:00,4707.75,31.91,TRADE
VIC1,2020/09/04 11:30:00,4440.13,6.29,TRADE
VIC1,2020/09/04 12:00:00,4329.64,16.24,TRADE
VIC1,2020/09/04 12:30:00,4356.66,6.69,TRADE
VIC1,2020/09/04 13:00:00,4281.31,4.86,TRADE
VIC1,2020/09/04 13:30:00,4261.98,8.08,TRADE
VIC1,2020/09/04 14:00:00,4361.45,9.14,TRADE
VIC1,2020/09/04 14:30:00,4350.3,8.14,TRADE
VIC1,2020/09/04 15:00:00,4198.93,9.18,TRADE
VIC1,2020/09/04 15:30:00,4206.63,17.31,TRADE
VIC1,2020/09/04 16:00:00,4437.66,46.68,TRADE
VIC1,2020/09/04 16:30:00,4620.46,19.74,TRADE
VIC1,2020/09/04 17:00:00,4922.26,40.13,TRADE
VIC1,2020/09/04 17:30:00,5187.66,52.76,TRADE
VIC1,2020/09/04 18:00:00,5496.34,43.05,TRADE
VIC1,2020/09/04 18:30:00,5752.36,48.91,TRADE
VIC1,2020/09/04 19:00:00,5877.28,68.75,TRADE
VIC1,2020/09/04 19:30:00,5800.26,62.21,TRADE
VIC1,2020/09/04 20:00:00,5618.53,58.59,TRADE
VIC1,2020/09/04 20:30:00,5460.04,49.77,TRADE
VIC1,2020/09/04 21:00:00,5354.42,45.49,TRADE
VIC1,2020/09/04 21:30:00,5221.37,42.47,TRADE
VIC1,2020/09/04 22:00:00,5057.99,41,TRADE
VIC1,2020/09/04 22:30:00,4913.43,43.13,TRADE
VIC1,2020/09/04 23:00:00,4792.46,38.38,TRADE
VIC1,2020/09/04 23:30:00,4931.47,35.62,TRADE
VIC1,2020/09/05 00:00:00,4937.33,35.28,TRADE
VIC1,2020/09/05 00:30:00,4757.63,35.47,TRADE
VIC1,2020/09/05 01:00:00,4577.35,33.75,TRADE
VIC1,2020/09/05 01:30:00,4434.6,33.32,TRADE
VIC1,2020/09/05 02:00:00,4273.98,28,TRADE
VIC1,2020/09/05 02:30:00,4137.47,30.17,TRADE
VIC1,2020/09/05 03:00:00,4033.76,27.97,TRADE
VIC1,2020/09/05 03:30:00,3968.66,28.56,TRADE
VIC1,2020/09/05 04:00:00,3912.21,27.90,TRADE
VIC1,2020/09/05 04:30:00,3862.48,30.05,TRADE
VIC1,2020/09/05 05:00:00,3872.99,25.41,TRADE
VIC1,2020/09/05 05:30:00,3984.61,34.28,TRADE
VIC1,2020/09/05 06:00:00,3998.27,36.67,TRADE
VIC1,2020/09/05 06:30:00,4181.58,38.61,TRADE
VIC1,2020/09/05 07:00:00,4303.91,45.27,TRADE
VIC1,2020/09/05 07:30:00,4328.99,46.99,TRADE
VIC1,2020/09/05 08:00:00,4360.53,38.37,TRADE
VIC1,2020/09/05 08:30:00,4354.23,40.04,TRADE
VIC1,2020/09/05 09:00:00,4253.89,36.70,TRADE
VIC1,2020/09/05 09:30:00,4135.35,34.22,TRADE
VIC1,2020/09/05 10:00:00,4051.64,36.27,TRADE
VIC1,2020/09/05 10:30:00,3880.81,35.26,TRADE
VIC1,2020/09/05 11:00:00,3888.63,28.87,TRADE
VIC1,2020/09/05 11:30:00,3813.78,17.90,TRADE
VIC1,2020/09/05 12:00:00,3753.9,24.03,TRADE
VIC1,2020/09/05 12:30:00,3692.01,6.40,TRADE
VIC1,2020/09/05 13:00:00,3665.09,24.79,TRADE
VIC1,2020/09/05 13:30:00,3607.05,12.21,TRADE
VIC1,2020/09/05 14:00:00,3631.59,33.19,TRADE
VIC1,2020/09/05 14:30:00,3651.02,32.50,TRADE
VIC1,2020/09/05 15:00:00,3626.69,30.31,TRADE
VIC1,2020/09/05 15:30:00,3742.26,32.72,TRADE
VIC1,2020/09/05 16:00:00,3967.84,41.04,TRADE
VIC1,2020/09/05 16:30:00,4201.16,40.57,TRADE
VIC1,2020/09/05 17:00:00,4523.12,46.51,TRADE
VIC1,2020/09/05 17:30:00,4890.64,57.20,TRADE
VIC1,2020/09/05 18:00:00,5264.9,143.57,TRADE
VIC1,2020/09/05 18:30:00,5591.72,132.25,TRADE
VIC1,2020/09/05 19:00:00,5780.68,112.59,TRADE
VIC1,2020/09/05 19:30:00,5713.86,93.52,TRADE
VIC1,2020/09/05 20:00:00,5573.89,63.47,TRADE
VIC1,2020/09/05 20:30:00,5422.01,66.77,TRADE
VIC1,2020/09/05 21:00:00,5308.84,77.42,TRADE
VIC1,2020/09/05 21:30:00,5205.8,69.06,TRADE
VIC1,2020/09/05 22:00:00,5092.36,89.55,TRADE
VIC1,2020/09/05 22:30:00,4967.51,63.10,TRADE
VIC1,2020/09/05 23:00:00,4881.52,64.15,TRADE
VIC1,2020/09/05 23:30:00,5007.88,63.69,TRADE
VIC1,2020/09/06 00:00:00,4984.59,74.32,TRADE
VIC1,2020/09/06 00:30:00,4793.85,60.52,TRADE
VIC1,2020/09/06 01:00:00,4636.46,55.49,TRADE
VIC1,2020/09/06 01:30:00,4497.02,51.09,TRADE
VIC1,2020/09/06 02:00:00,4321.79,45.98,TRADE
VIC1,2020/09/06 02:30:00,4165.77,39.48,TRADE
VIC1,2020/09/06 03:00:00,4047.89,36.20,TRADE
VIC1,2020/09/06 03:30:00,3963.63,37.38,TRADE
VIC1,2020/09/06 04:00:00,3902.44,33.79,TRADE
VIC1,2020/09/06 04:30:00,3879.6,33.59,TRADE
VIC1,2020/09/06 05:00:00,3867.74,34.58,TRADE
VIC1,2020/09/06 05:30:00,3919.14,38.48,TRADE
VIC1,2020/09/06 06:00:00,3957.78,38.09,TRADE
VIC1,2020/09/06 06:30:00,4071.29,36.53,TRADE
VIC1,2020/09/06 07:00:00,4123.7,36.53,TRADE
VIC1,2020/09/06 07:30:00,4104.72,36.18,TRADE
VIC1,2020/09/06 08:00:00,4117.71,31.98,TRADE
VIC1,2020/09/06 08:30:00,4066.98,27.64,TRADE
VIC1,2020/09/06 09:00:00,3953.43,23.80,TRADE
VIC1,2020/09/06 09:30:00,3814.07,30.14,TRADE
VIC1,2020/09/06 10:00:00,3580.25,20.25,TRADE
VIC1,2020/09/06 10:30:00,3340.23,-9.60,TRADE
VIC1,2020/09/06 11:00:00,3160.09,-1.29,TRADE
VIC1,2020/09/06 11:30:00,2987.95,-30.22,TRADE
VIC1,2020/09/06 12:00:00,2891.51,-30.15,TRADE
VIC1,2020/09/06 12:30:00,2804.98,-40.37,TRADE
VIC1,2020/09/06 13:00:00,2762.99,-41.34,TRADE
VIC1,2020/09/06 13:30:00,2744.16,-41.94,TRADE
VIC1,2020/09/06 14:00:00,2712.53,-41.13,TRADE
VIC1,2020/09/06 14:30:00,2747.9,-43.38,TRADE
VIC1,2020/09/06 15:00:00,2856.65,-28.87,TRADE
VIC1,2020/09/06 15:30:00,3026.93,-23.18,TRADE
VIC1,2020/09/06 16:00:00,3334.39,14.91,TRADE
VIC1,2020/09/06 16:30:00,3661.3,32.65,TRADE
VIC1,2020/09/06 17:00:00,4033.65,34.35,TRADE
VIC1,2020/09/06 17:30:00,4451.29,47.01,TRADE
VIC1,2020/09/06 18:00:00,4841.55,59.79,TRADE
VIC1,2020/09/06 18:30:00,5179.57,58.42,TRADE
VIC1,2020/09/06 19:00:00,5286.54,45.92,TRADE
VIC1,2020/09/06 19:30:00,5182.12,36.86,TRADE
VIC1,2020/09/06 20:00:00,5031.48,38.84,TRADE
VIC1,2020/09/06 20:30:00,4912.1,35.06,TRADE
VIC1,2020/09/06 21:00:00,4781.26,22.54,TRADE
VIC1,2020/09/06 21:30:00,4628.42,4.91,TRADE
VIC1,2020/09/06 22:00:00,4537.63,25.02,TRADE
VIC1,2020/09/06 22:30:00,4395.04,35.95,TRADE
VIC1,2020/09/06 23:00:00,4272.72,23.42,TRADE
VIC1,2020/09/06 23:30:00,4395.45,30.62,TRADE
VIC1,2020/09/07 00:00:00,4442.96,33.62,TRADE
VIC1,2020/09/07 00:30:00,4302.74,31.97,TRADE
VIC1,2020/09/07 01:00:00,4167.19,27.72,TRADE
VIC1,2020/09/07 01:30:00,4031.77,21.44,TRADE
VIC1,2020/09/07 02:00:00,3857.45,16.73,TRADE
VIC1,2020/09/07 02:30:00,3710.7,10.30,TRADE
VIC1,2020/09/07 03:00:00,3606.66,9.05,TRADE
VIC1,2020/09/07 03:30:00,3560.53,7.44,TRADE
VIC1,2020/09/07 04:00:00,3548.56,7.59,TRADE
VIC1,2020/09/07 04:30:00,3533.72,7.37,TRADE
VIC1,2020/09/07 05:00:00,3574.49,9.15,TRADE
VIC1,2020/09/07 05:30:00,3707.24,15.06,TRADE
VIC1,2020/09/07 06:00:00,3916,30.34,TRADE
VIC1,2020/09/07 06:30:00,4289.73,36.05,TRADE
VIC1,2020/09/07 07:00:00,4589.29,45.95,TRADE
VIC1,2020/09/07 07:30:00,4691.77,34.98,TRADE
VIC1,2020/09/07 08:00:00,4774.17,33.04,TRADE
VIC1,2020/09/07 08:30:00,4725.73,19.95,TRADE
VIC1,2020/09/07 09:00:00,4553.25,7.22,TRADE
VIC1,2020/09/07 09:30:00,4280.32,17.98,TRADE
VIC1,2020/09/07 10:00:00,3998.48,-10.33,TRADE
VIC1,2020/09/07 10:30:00,3806.42,-1.97,TRADE
VIC1,2020/09/07 11:00:00,3637.12,-10.48,TRADE
VIC1,2020/09/07 11:30:00,3518.11,-23.41,TRADE
VIC1,2020/09/07 12:00:00,3445.44,-31.90,TRADE
VIC1,2020/09/07 12:30:00,3441.78,-20.39,TRADE
VIC1,2020/09/07 13:00:00,3449.37,-10.69,TRADE
VIC1,2020/09/07 13:30:00,3437.74,-31.79,TRADE
VIC1,2020/09/07 14:00:00,3444.18,-12.73,TRADE
VIC1,2020/09/07 14:30:00,3475.88,-6.35,TRADE
VIC1,2020/09/07 15:00:00,3547.33,6.14,TRADE
VIC1,2020/09/07 15:30:00,3654.12,16.62,TRADE
VIC1,2020/09/07 16:00:00,3853.47,18.49,TRADE
VIC1,2020/09/07 16:30:00,4120.24,30.12,TRADE
VIC1,2020/09/07 17:00:00,4470.82,39.44,TRADE
VIC1,2020/09/07 17:30:00,4802.7,35.14,TRADE
VIC1,2020/09/07 18:00:00,5090.99,36.46,TRADE
VIC1,2020/09/07 18:30:00,5310.91,42.33,TRADE
VIC1,2020/09/07 19:00:00,5381.75,41.05,TRADE
VIC1,2020/09/07 19:30:00,5196.07,36.89,TRADE
VIC1,2020/09/07 20:00:00,5015.34,34.67,TRADE
VIC1,2020/09/07 20:30:00,4867.44,33.20,TRADE
VIC1,2020/09/07 21:00:00,4730.35,30.48,TRADE
VIC1,2020/09/07 21:30:00,4589.31,30.28,TRADE
VIC1,2020/09/07 22:00:00,4455.43,27.61,TRADE
VIC1,2020/09/07 22:30:00,4311.02,25.86,TRADE
VIC1,2020/09/07 23:00:00,4220.03,23.66,TRADE
VIC1,2020/09/07 23:30:00,4420.29,30.09,TRADE
VIC1,2020/09/08 00:00:00,4461.89,32.97,TRADE
VIC1,2020/09/08 00:30:00,4280.97,28.18,TRADE
VIC1,2020/09/08 01:00:00,4163.57,14.26,TRADE
VIC1,2020/09/08 01:30:00,3990.02,6.50,TRADE
VIC1,2020/09/08 02:00:00,3784.35,0.17,TRADE
VIC1,2020/09/08 02:30:00,3594.75,-1.75,TRADE
VIC1,2020/09/08 03:00:00,3516.53,-1.87,TRADE
VIC1,2020/09/08 03:30:00,3458.05,-9.41,TRADE
VIC1,2020/09/08 04:00:00,3433.17,-0.45,TRADE
VIC1,2020/09/08 04:30:00,3428.07,-0.56,TRADE
VIC1,2020/09/08 05:00:00,3485.41,7.19,TRADE
VIC1,2020/09/08 05:30:00,3632.88,16.45,TRADE
VIC1,2020/09/08 06:00:00,3774.31,14.05,TRADE
VIC1,2020/09/08 06:30:00,4069.1,34.07,TRADE
VIC1,2020/09/08 07:00:00,4291.77,42.01,TRADE
VIC1,2020/09/08 07:30:00,4412.37,35.27,TRADE
VIC1,2020/09/08 08:00:00,4474.63,33.76,TRADE
VIC1,2020/09/08 08:30:00,4606.46,30.68,TRADE
VIC1,2020/09/08 09:00:00,4597.2,32.05,TRADE
VIC1,2020/09/08 09:30:00,4648.96,26.19,TRADE
VIC1,2020/09/08 10:00:00,4628.46,32.97,TRADE
VIC1,2020/09/08 10:30:00,4784.61,39.39,TRADE
VIC1,2020/09/08 11:00:00,4846.3,36.54,TRADE
VIC1,2020/09/08 11:30:00,4936.15,37.69,TRADE
VIC1,2020/09/08 12:00:00,5082.27,55.78,TRADE
VIC1,2020/09/08 12:30:00,5210.04,50.71,TRADE
VIC1,2020/09/08 13:00:00,5226.8,45.45,TRADE
VIC1,2020/09/08 13:30:00,5221.21,45.65,TRADE
VIC1,2020/09/08 14:00:00,5188.23,42.54,TRADE
VIC1,2020/09/08 14:30:00,5054.07,52.11,TRADE
VIC1,2020/09/08 15:00:00,5035.33,46.01,TRADE
VIC1,2020/09/08 15:30:00,5031.28,46.77,TRADE
VIC1,2020/09/08 16:00:00,5050.75,43.74,TRADE
VIC1,2020/09/08 16:30:00,5138.38,46.52,TRADE
VIC1,2020/09/08 17:00:00,5250.18,81.78,TRADE
VIC1,2020/09/08 17:30:00,5390.39,46,TRADE
VIC1,2020/09/08 18:00:00,5636.34,48.05,TRADE
VIC1,2020/09/08 18:30:00,5790.05,50.07,TRADE
VIC1,2020/09/08 19:00:00,5828.46,51.02,TRADE
VIC1,2020/09/08 19:30:00,5691.45,43.28,TRADE
VIC1,2020/09/08 20:00:00,5523.4,41.72,TRADE
VIC1,2020/09/08 20:30:00,5382.66,43.42,TRADE
VIC1,2020/09/08 21:00:00,5225.94,43.89,TRADE
VIC1,2020/09/08 21:30:00,5115.55,41.85,TRADE
VIC1,2020/09/08 22:00:00,5014.76,38.85,TRADE
VIC1,2020/09/08 22:30:00,4826.83,39.11,TRADE
VIC1,2020/09/08 23:00:00,4743.41,37.20,TRADE
VIC1,2020/09/08 23:30:00,4884.42,42.04,TRADE
VIC1,2020/09/09 00:00:00,4884.16,42.29,TRADE
VIC1,2020/09/09 00:30:00,4698,36.02,TRADE
VIC1,2020/09/09 01:00:00,4537.21,33.79,TRADE
VIC1,2020/09/09 01:30:00,4413.75,29.96,TRADE
VIC1,2020/09/09 02:00:00,4227.91,18.01,TRADE
VIC1,2020/09/09 02:30:00,4113,28.24,TRADE
VIC1,2020/09/09 03:00:00,4019.72,21.83,TRADE
VIC1,2020/09/09 03:30:00,3940.95,18.60,TRADE
VIC1,2020/09/09 04:00:00,3869.66,4.91,TRADE
VIC1,2020/09/09 04:30:00,3945.25,27.17,TRADE
VIC1,2020/09/09 05:00:00,3967.86,15.60,TRADE
VIC1,2020/09/09 05:30:00,4139.05,31.70,TRADE
VIC1,2020/09/09 06:00:00,4307.93,35.55,TRADE
VIC1,2020/09/09 06:30:00,4632.26,40.10,TRADE
VIC1,2020/09/09 07:00:00,4904.44,44.30,TRADE
VIC1,2020/09/09 07:30:00,5053.95,42.87,TRADE
VIC1,2020/09/09 08:00:00,5185.3,44.53,TRADE
VIC1,2020/09/09 08:30:00,5178.9,41.78,TRADE
VIC1,2020/09/09 09:00:00,5036.6,38.62,TRADE
VIC1,2020/09/09 09:30:00,4926.87,37.01,TRADE
VIC1,2020/09/09 10:00:00,4762.61,33.85,TRADE
VIC1,2020/09/09 10:30:00,4626.14,38.01,TRADE
VIC1,2020/09/09 11:00:00,4463.59,34.24,TRADE
VIC1,2020/09/09 11:30:00,4340.58,34.86,TRADE
VIC1,2020/09/09 12:00:00,4198.41,22.93,TRADE
VIC1,2020/09/09 12:30:00,4075.35,15.56,TRADE
VIC1,2020/09/09 13:00:00,3997.64,8.30,TRADE
VIC1,2020/09/09 13:30:00,3964.09,24.85,TRADE
VIC1,2020/09/09 14:00:00,3940.39,32.48,TRADE
VIC1,2020/09/09 14:30:00,3936.06,31.76,TRADE
VIC1,2020/09/09 15:00:00,4037.18,28.75,TRADE
VIC1,2020/09/09 15:30:00,4149.24,27.46,TRADE
VIC1,2020/09/09 16:00:00,4300.92,11.74,TRADE
VIC1,2020/09/09 16:30:00,4463.66,29.02,TRADE
VIC1,2020/09/09 17:00:00,4783.61,57.06,TRADE
VIC1,2020/09/09 17:30:00,5116.98,73.39,TRADE
VIC1,2020/09/09 18:00:00,5481.65,75.47,TRADE
VIC1,2020/09/09 18:30:00,5828.29,74.07,TRADE
VIC1,2020/09/09 19:00:00,6019.68,64.03,TRADE
VIC1,2020/09/09 19:30:00,5890.89,42.58,TRADE
VIC1,2020/09/09 20:00:00,5753.82,56.74,TRADE
VIC1,2020/09/09 20:30:00,5596.89,41.80,TRADE
VIC1,2020/09/09 21:00:00,5465.41,38.21,TRADE
VIC1,2020/09/09 21:30:00,5302.56,35.67,TRADE
VIC1,2020/09/09 22:00:00,5125.88,32.97,TRADE
VIC1,2020/09/09 22:30:00,4925.03,33.82,TRADE
VIC1,2020/09/09 23:00:00,4822.8,34.19,TRADE
VIC1,2020/09/09 23:30:00,4928.82,37.80,TRADE
VIC1,2020/09/10 00:00:00,4916.8,39,TRADE
VIC1,2020/09/10 00:30:00,4722.34,33.92,TRADE
VIC1,2020/09/10 01:00:00,4573.36,18.61,TRADE
