REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2020/11/07 00:00:00,4528.24,56.76,TRADE
VIC1,2020/11/07 00:30:00,4394.83,60.63,TRADE
VIC1,2020/11/07 01:00:00,4247.01,57.32,TRADE
VIC1,2020/11/07 01:30:00,4089.69,52.35,TRADE
VIC1,2020/11/07 02:00:00,3944.93,44.05,TRADE
VIC1,2020/11/07 02:30:00,3825.77,39.68,TRADE
VIC1,2020/11/07 03:00:00,3745.2,35.67,TRADE
VIC1,2020/11/07 03:30:00,3716.39,36.53,TRADE
VIC1,2020/11/07 04:00:00,3688.32,40.03,TRADE
VIC1,2020/11/07 04:30:00,3778.39,44.61,TRADE
VIC1,2020/11/07 05:00:00,3829.63,43.75,TRADE
VIC1,2020/11/07 05:30:00,3972.42,38.64,TRADE
VIC1,2020/11/07 06:00:00,4015.2,-71.11,TRADE
VIC1,2020/11/07 06:30:00,4143.66,7.25,TRADE
VIC1,2020/11/07 07:00:00,4207.22,16.71,TRADE
VIC1,2020/11/07 07:30:00,4089.23,32.71,TRADE
VIC1,2020/11/07 08:00:00,4056.9,-30.67,TRADE
VIC1,2020/11/07 08:30:00,4046.83,3.24,TRADE
VIC1,2020/11/07 09:00:00,3914.53,9.12,TRADE
VIC1,2020/11/07 09:30:00,3765.54,8.95,TRADE
VIC1,2020/11/07 10:00:00,3653.76,12.46,TRADE
VIC1,2020/11/07 10:30:00,3580.22,28.96,TRADE
VIC1,2020/11/07 11:00:00,3536.47,20.13,TRADE
VIC1,2020/11/07 11:30:00,3455.57,23.08,TRADE
VIC1,2020/11/07 12:00:00,3369.94,24.39,TRADE
VIC1,2020/11/07 12:30:00,3337.23,18.96,TRADE
VIC1,2020/11/07 13:00:00,3249.69,15.93,TRADE
VIC1,2020/11/07 13:30:00,3254.61,22.22,TRADE
VIC1,2020/11/07 14:00:00,3251.99,-8.56,TRADE
VIC1,2020/11/07 14:30:00,3253.72,-15.53,TRADE
VIC1,2020/11/07 15:00:00,3361.9,-2.36,TRADE
VIC1,2020/11/07 15:30:00,3448.35,0.08,TRADE
VIC1,2020/11/07 16:00:00,3646.24,27.24,TRADE
VIC1,2020/11/07 16:30:00,3883.22,25.09,TRADE
VIC1,2020/11/07 17:00:00,4120.62,24.92,TRADE
VIC1,2020/11/07 17:30:00,4417.38,36.04,TRADE
VIC1,2020/11/07 18:00:00,4598.61,46.31,TRADE
VIC1,2020/11/07 18:30:00,4685.07,55.99,TRADE
VIC1,2020/11/07 19:00:00,4739.44,60.37,TRADE
VIC1,2020/11/07 19:30:00,4810.69,49.50,TRADE
VIC1,2020/11/07 20:00:00,4885.85,41.66,TRADE
VIC1,2020/11/07 20:30:00,4832.5,40.88,TRADE
VIC1,2020/11/07 21:00:00,4684.48,39.42,TRADE
VIC1,2020/11/07 21:30:00,4575.52,42.36,TRADE
VIC1,2020/11/07 22:00:00,4453.83,39.23,TRADE
VIC1,2020/11/07 22:30:00,4338.46,37.52,TRADE
VIC1,2020/11/07 23:00:00,4308.44,36.43,TRADE
VIC1,2020/11/07 23:30:00,4482.48,37.91,TRADE
VIC1,2020/11/08 00:00:00,4417.24,39.25,TRADE
VIC1,2020/11/08 00:30:00,4272.4,37.55,TRADE
VIC1,2020/11/08 01:00:00,4179.52,38.71,TRADE
VIC1,2020/11/08 01:30:00,4022.36,16.11,TRADE
VIC1,2020/11/08 02:00:00,3890.83,5.29,TRADE
VIC1,2020/11/08 02:30:00,3749.94,-4.94,TRADE
VIC1,2020/11/08 03:00:00,3688.33,0.15,TRADE
VIC1,2020/11/08 03:30:00,3620.38,13.32,TRADE
VIC1,2020/11/08 04:00:00,3641.64,15.81,TRADE
VIC1,2020/11/08 04:30:00,3710.25,25.66,TRADE
VIC1,2020/11/08 05:00:00,3754.21,28.59,TRADE
VIC1,2020/11/08 05:30:00,3800.13,36.40,TRADE
VIC1,2020/11/08 06:00:00,3906.25,36.10,TRADE
VIC1,2020/11/08 06:30:00,3890.84,43.62,TRADE
VIC1,2020/11/08 07:00:00,3933.19,35.18,TRADE
VIC1,2020/11/08 07:30:00,3752.46,17.67,TRADE
VIC1,2020/11/08 08:00:00,3485.16,-20.92,TRADE
VIC1,2020/11/08 08:30:00,3412.74,9.07,TRADE
VIC1,2020/11/08 09:00:00,3294.93,-3.20,TRADE
VIC1,2020/11/08 09:30:00,3179.03,-2.70,TRADE
VIC1,2020/11/08 10:00:00,3027.4,-5.94,TRADE
VIC1,2020/11/08 10:30:00,2927.37,2.14,TRADE
VIC1,2020/11/08 11:00:00,2890.82,16.25,TRADE
VIC1,2020/11/08 11:30:00,2814.51,7.09,TRADE
VIC1,2020/11/08 12:00:00,2768.49,-10.15,TRADE
VIC1,2020/11/08 12:30:00,2767.55,-4.13,TRADE
VIC1,2020/11/08 13:00:00,2703.35,-30.48,TRADE
VIC1,2020/11/08 13:30:00,2752.07,-20.93,TRADE
VIC1,2020/11/08 14:00:00,2863.01,2.89,TRADE
VIC1,2020/11/08 14:30:00,2945.99,9.91,TRADE
VIC1,2020/11/08 15:00:00,3064.07,-18.93,TRADE
VIC1,2020/11/08 15:30:00,3239.57,4.85,TRADE
VIC1,2020/11/08 16:00:00,3495.95,26.13,TRADE
VIC1,2020/11/08 16:30:00,3776.1,30.72,TRADE
VIC1,2020/11/08 17:00:00,4183.09,36.45,TRADE
VIC1,2020/11/08 17:30:00,4423.35,41.32,TRADE
VIC1,2020/11/08 18:00:00,4655.44,58.60,TRADE
VIC1,2020/11/08 18:30:00,4727.24,70,TRADE
VIC1,2020/11/08 19:00:00,4707.61,70,TRADE
VIC1,2020/11/08 19:30:00,4756.33,66.08,TRADE
VIC1,2020/11/08 20:00:00,4742.13,65.72,TRADE
VIC1,2020/11/08 20:30:00,4637.5,51.80,TRADE
VIC1,2020/11/08 21:00:00,4475.08,44.92,TRADE
VIC1,2020/11/08 21:30:00,4319.2,39.11,TRADE
VIC1,2020/11/08 22:00:00,4199.36,38.55,TRADE
VIC1,2020/11/08 22:30:00,4106.25,37.53,TRADE
VIC1,2020/11/08 23:00:00,4066.6,36.35,TRADE
VIC1,2020/11/08 23:30:00,4294.53,38.69,TRADE
VIC1,2020/11/09 00:00:00,4322.1,40.30,TRADE
VIC1,2020/11/09 00:30:00,4156.76,38.18,TRADE
VIC1,2020/11/09 01:00:00,4009.01,37.87,TRADE
VIC1,2020/11/09 01:30:00,3956.36,31.78,TRADE
VIC1,2020/11/09 02:00:00,3826.25,28.67,TRADE
VIC1,2020/11/09 02:30:00,3710.03,32.15,TRADE
VIC1,2020/11/09 03:00:00,3678.94,27.45,TRADE
VIC1,2020/11/09 03:30:00,3700.3,18.66,TRADE
VIC1,2020/11/09 04:00:00,3693.97,9.68,TRADE
VIC1,2020/11/09 04:30:00,3834.33,30.66,TRADE
VIC1,2020/11/09 05:00:00,4029.41,35.08,TRADE
VIC1,2020/11/09 05:30:00,4300.3,34.10,TRADE
VIC1,2020/11/09 06:00:00,4551.37,9.83,TRADE
VIC1,2020/11/09 06:30:00,4786.97,55.08,TRADE
VIC1,2020/11/09 07:00:00,4864.42,58.84,TRADE
VIC1,2020/11/09 07:30:00,4640.77,37.70,TRADE
VIC1,2020/11/09 08:00:00,4529.56,41.48,TRADE
VIC1,2020/11/09 08:30:00,4299.24,39.82,TRADE
VIC1,2020/11/09 09:00:00,4153.37,38.60,TRADE
VIC1,2020/11/09 09:30:00,4027.07,37.25,TRADE
VIC1,2020/11/09 10:00:00,3920.26,37.30,TRADE
VIC1,2020/11/09 10:30:00,3925.98,37.73,TRADE
VIC1,2020/11/09 11:00:00,3896.01,37.25,TRADE
VIC1,2020/11/09 11:30:00,3927.67,37.79,TRADE
VIC1,2020/11/09 12:00:00,3968.79,38.32,TRADE
VIC1,2020/11/09 12:30:00,3994.68,41.02,TRADE
VIC1,2020/11/09 13:00:00,4065.5,48.89,TRADE
VIC1,2020/11/09 13:30:00,4193.92,55.60,TRADE
VIC1,2020/11/09 14:00:00,4270.14,62.47,TRADE
VIC1,2020/11/09 14:30:00,4334.46,59.93,TRADE
VIC1,2020/11/09 15:00:00,4581.55,49.51,TRADE
VIC1,2020/11/09 15:30:00,4756.85,46.38,TRADE
VIC1,2020/11/09 16:00:00,5050.57,54.91,TRADE
VIC1,2020/11/09 16:30:00,5246.85,65.89,TRADE
VIC1,2020/11/09 17:00:00,5573.82,69.08,TRADE
VIC1,2020/11/09 17:30:00,5690.29,64.44,TRADE
VIC1,2020/11/09 18:00:00,5753.13,78.28,TRADE
VIC1,2020/11/09 18:30:00,5669.91,164.37,TRADE
VIC1,2020/11/09 19:00:00,5465.53,66.86,TRADE
VIC1,2020/11/09 19:30:00,5388.45,58.49,TRADE
VIC1,2020/11/09 20:00:00,5315.89,60.71,TRADE
VIC1,2020/11/09 20:30:00,5129.02,51.74,TRADE
VIC1,2020/11/09 21:00:00,4925.19,40.02,TRADE
VIC1,2020/11/09 21:30:00,4641.33,42.47,TRADE
VIC1,2020/11/09 22:00:00,4446.17,39.86,TRADE
VIC1,2020/11/09 22:30:00,4347.74,48.36,TRADE
VIC1,2020/11/09 23:00:00,4213.79,39.82,TRADE
VIC1,2020/11/09 23:30:00,4394.4,43.43,TRADE
VIC1,2020/11/10 00:00:00,4383.35,45.25,TRADE
VIC1,2020/11/10 00:30:00,4239.92,40.01,TRADE
VIC1,2020/11/10 01:00:00,4118.22,34.13,TRADE
VIC1,2020/11/10 01:30:00,4011.86,2.84,TRADE
