"Building0","Building1","Building3","Building4","Building5","Building6","Solar0","Solar1","Solar2","Solar3","Solar4","Solar5","timestamp"
153.0455,8.55149999999999,334.78,1.415,3.4,28.438,0.00999999999999984,0,0,0,0.0313,0,2020-10-01 10:45:00
153.8245,11.415,335.13,1.35,3.165,27.122,0.00999999999999984,0,0,0,0.026,0,2020-10-01 11:00:00
153.5425,2.738,306.97,1.3,3.42,27.076,0.00999999999999986,0,0,0,0.0312,0,2020-10-01 11:15:00
153.065,5.69650000000001,307.045,1.43,3.42,28.668,0.0100499999999999,0,0,0,0.0416,0,2020-10-01 11:30:00
153.362,8.61999999999999,309.465,1.43,3.23,28.798,0.00999999999999988,0,0,0,0.04445,0,2020-10-01 11:45:00
154.582,10.9665,310.965,1.31,3.47,28.885,0.0099999999999999,0,0,0,0.05535,0,2020-10-01 12:00:00
156.02,2.9695,285.915,1.44,3.23,28.902,0.00999999999999988,0,0,0,0.04445,0,2020-10-01 12:15:00
155.583,5.774,292.035,1.245,3.56,28.415,0.00999999999999987,0,0,0,0.0364,0,2020-10-01 12:30:00
155.633,8.4475,294.08,1.225,3.61,28.371,0.00999999999999986,0,0,0,0.03405,0,2020-10-01 12:45:00
157.0005,11.1995,296.2,1.2,3.32,28.186,0.00999999999999984,0,0,0,0.026,0,2020-10-01 13:00:00
155.233,2.792,288.92,1.19,3.635,28.295,0.00999999999999984,0,0,0,0.00805,0,2020-10-01 13:15:00
154.816,5.35250000000001,291.73,1.19,3.53,28.344,0.00999999999999984,0,0,0,0.0161,0,2020-10-01 13:30:00
154.14,8.7165,293.065,1.2,3.405,28.56,0.00999999999999984,0,0,0,0.02575,0,2020-10-01 13:45:00
154.0465,11.408,297.235,1.235,3.82,28.991,0.00999999999999987,0,0,0,0.0419,0,2020-10-01 14:00:00
154.4125,2.734,291.575,1.125,3.85,28.271,0.00999999999999985,0,0,0,0.0337,0,2020-10-01 14:15:00
154.3245,6.03050000000001,290.635,1.125,3.965,28.023,0.00999999999999985,0,0,0,0.03545,0,2020-10-01 14:30:00
155.087,9.15949999999999,290.86,1.14,4.195,27.639,0.00999999999999985,0,0,0,0.0097,0,2020-10-01 14:45:00
154.698,11.337,288.93,1.155,3.7,27.505,0.00999999999999985,0,0,0,0,0,2020-10-01 15:00:00
154.2225,3.2895,289.77,1.13,3.96,27.241,0.0102499999999999,0,0,0,0,0,2020-10-01 15:15:00
154.2005,6.54249999999999,294.33,1.175,4.41,27.205,0.00999999999999993,0,0,0,0.00515,0,2020-10-01 15:30:00
153.6545,9.308,294.335,1.19,5.91,27.196,0.00999999999999993,0,0,0,2e-04,0,2020-10-01 15:45:00
153.752,11.0105,293.47,1.185,6.78,27.21,0.00999999999999994,0,0,0,0,0,2020-10-01 16:00:00
154.0715,2.8745,294.42,1.25,6.34,27.341,0.0100999999999999,0,0,0,0.00515,0,2020-10-01 16:15:00
154.1555,5.914,294.15,1.22,6.71,27.361,0.00999999999999996,0,0,0,0,0,2020-10-01 16:30:00
154.575,8.929,293.46,1.215,6.665,27.406,0.01005,0,0,0,0,0,2020-10-01 16:45:00
155.2245,11.329,292.385,1.25,6.305,27.654,0.00999999999999996,0,0,0,0,0,2020-10-01 17:00:00
156.119,2.91,291.145,1.235,6.665,27.682,0.00999999999999996,0,0,0,0,0,2020-10-01 17:15:00
156.6115,5.8695,289.39,1.285,6.67,27.96,0.01005,0,0,0,0,0,2020-10-01 17:30:00
156.7295,8.75050000000001,288.265,1.415,6.405,27.937,0.0101,0,0,0,0,0,2020-10-01 17:45:00
156.807,11.504,287.8,1.33,6.7,28.3,0.01025,0,0,0,0,0,2020-10-01 18:00:00
156.2765,3.333,299.66,1.38,6.385,28.43,0.0102,0,0,0,0,0,2020-10-01 18:15:00
156.2265,6.26550000000001,299.695,1.335,6.565,27.778,0.01015,0,0,0,0,0,2020-10-01 18:30:00
156.1115,9.598,299.375,1.26,6.59,27.951,0.0102,0,0,0,0.0022,0,2020-10-01 18:45:00
155.4805,11.422,300.08,1.245,6.145,28.322,0.01035,0,0,0,0.0029,0,2020-10-01 19:00:00
156.0605,2.9725,314.065,1.255,6.215,28.744,0.01065,0.00095,0,0,0.0044,0.00635,2020-10-01 19:15:00
154.7075,6.54499999999999,316.41,1.255,5.37,28.558,0.01055,0.00635,0,0,0.02025,0.00825000000000001,2020-10-01 19:30:00
154.4405,9.29150000000001,316.05,1.245,5.935,28.6,0.370799999999999,0.10425,0.0785499999999998,0.06995,0.0626,0.3258,2020-10-01 19:45:00
154.6655,14.12,316.57,1.215,23.19,28.9,0.574499999999998,0.14795,0.13235,0.11925,0.09275,0.527899999999999,2020-10-01 20:00:00
154.4395,4.20349999999999,373.795,1.24,20.41,28.715,2.3173,0.497099999999999,0.485750000000001,0.412649999999999,0.41495,1.82625,2020-10-01 20:15:00
153.971,7.81849999999999,403.995,1.215,20.065,31.847,3.30145,0.792299999999999,0.7816,0.60565,0.776500000000001,2.74865,2020-10-01 20:30:00
154.496,11.7655,411.985,1.165,19.59,33.203,6.45340000000002,1.29365,1.2742,1.09755,1.0079,5.64265,2020-10-01 20:45:00
152.521,16.623,434.625,1.22,16.9,33.44,7.03730000000001,1.964,1.8262,1.34325,1.47155,7.70705000000001,2020-10-01 21:00:00
150.5245,3.715,448.485,1.21,28.13,32.967,12.54845,3.31435,2.79194999999999,2.3022,2.08825,12.4872,2020-10-01 21:15:00
141.6755,6.581,447.905,1.3,25.35,33.62,15.41225,3.9376,3.36315,2.8884,2.5971,13.75825,2020-10-01 21:30:00
136.6135,9.28100000000002,470.06,1.28,25.375,33.348,20.17795,4.83375000000001,4.33675000000001,3.69025,3.14835,18.75725,2020-10-01 21:45:00
131.024,12.2235,489.53,1.39,29,33.224,21.8838,5.55235000000001,5.012,4.3756,3.6586,21.433,2020-10-01 22:00:00
111.645,4.80599999999999,516.98,1.39,27.785,33.375,25.33135,6.42059999999999,5.70204999999999,5.11525,4.0401,23.1743,2020-10-01 22:15:00
90.6945,8.2715,566.875,1.375,28.575,33.749,27.06065,7.10829999999999,6.4612,5.7597,4.54020000000001,23.8953,2020-10-01 22:30:00
83.7875,11.3865,590.88,1.45,27.565,35.293,29.95075,7.9799,7.1111,6.45245,4.91205000000001,26.065,2020-10-01 22:45:00
71.8885,15.743,594.995,1.395,28.285,35.168,31.9386999999999,8.45075000000001,7.73015,6.90425000000001,5.19425,28.3257,2020-10-01 23:00:00
47.637,6.1895,569.61,1.18,29.355,32.869,34.2563,8.99035000000002,8.19020000000001,7.5696,5.48765,30.02285,2020-10-01 23:15:00
39.29,7.77849999999999,576.025,1.125,30.085,32.66,36.86025,9.814,8.65365,7.75284999999999,6.02785,32.4920499999999,2020-10-01 23:30:00
33.005,10.128,568.29,1.06,29.95,32.086,36.583,10.0707,8.60755000000001,8.0273,6.2223,33.0126,2020-10-01 23:45:00
30.3795,20.367,606.5,1.035,28.405,33.033,37.0568,10.49425,9.1692,8.75179999999999,6.50175,33.60535,2020-10-02 00:00:00
25.2655,5.442,666.15,1.065,27.505,33.197,38.24205,10.8905,9.82755000000001,9.21219999999999,6.69815,34.204,2020-10-02 00:15:00
25.399,8.49400000000001,631.665,1.06,27.845,33.214,38.9711,11.01955,9.89360000000001,9.24734999999999,6.76245,34.0973,2020-10-02 00:30:00
25.8955,11.1325,679.985,1.12,29.94,32.224,38.75955,11.0807,10.09515,9.37939999999998,6.96815,33.9548,2020-10-02 00:45:00
27.948,23.6545,803.225,1.085,25.72,33.478,39.83515,11.08465,10.32705,9.48814999999998,7.06154999999999,33.8544,2020-10-02 01:00:00
10.394,7.3325,750.835,1.1,30.045,33.896,39.47055,11.1144,10.3023,9.58119999999998,7.07544999999999,33.98795,2020-10-02 01:15:00
9.45349999999999,12.736,753.99,1.115,26.37,35.489,39.9675,11.12725,10.285,9.64729999999999,7.0768,34.1294,2020-10-02 01:30:00
10.6345,17.039,821.365,1.04,25.955,36.5900000000001,40.16025,11.0036,10.33025,9.65924999999999,7.04075,34.11575,2020-10-02 01:45:00
11.304,26.928,839.58,1.065,26.49,35.978,38.7512,10.9194,10.17675,9.59894999999999,7.08050000000001,33.7217,2020-10-02 02:00:00
9.49949999999999,9.76399999999998,949.87,1.015,26.23,36.5580000000001,37.8796,10.8308,9.93185,9.59355,7.09734999999999,33.77425,2020-10-02 02:15:00
9.36149999999999,14.462,910.725,1,28.775,36.1230000000001,37.3624,10.8266,9.8626,9.5609,7.04265,33.80285,2020-10-02 02:30:00
9.82099999999999,18.536,911.755,1.01,26.025,35.848,37.2819499999999,10.71325,9.8823,9.36684999999999,6.88450000000001,33.7870999999999,2020-10-02 02:45:00
10.32,29.762,831.08,1.045,26.87,35.588,36.63745,10.6315,9.86725,9.37,6.7552,33.2986,2020-10-02 03:00:00
10.443,10.641,851.805,1.045,25.8,36.11,36.32565,10.5324,9.60615,9.25549999999999,6.56270000000001,33.065,2020-10-02 03:15:00
10.8045,15.3295,907.105,1.075,26.77,36.491,34.97305,10.44175,9.45285000000001,8.93955000000001,6.18935,32.40085,2020-10-02 03:30:00
11.2785,17.0315,891.665,1.075,25.8,36.546,32.7951,10.04,9.10335000000001,8.6826,6.14885,31.32165,2020-10-02 03:45:00
12.1415,28.0315,979.81,1.1,26.205,36.94,29.60955,9.75195000000001,8.26145000000001,8.3409,5.90799999999999,29.89685,2020-10-02 04:00:00
12.411,12.8025,996.955,1.135,25.51,36.773,27.1198,9.49345,7.6906,7.8764,5.53544999999999,28.5568,2020-10-02 04:15:00
13.1915,14.4365,969.43,1.095,26.41,36.998,27.0004,9.15195000000001,7.5201,7.71955,5.2386,28.2593,2020-10-02 04:30:00
12.7065,15.788,952.375,1.095,28,36.571,26.93745,8.92995000000001,7.41420000000001,7.6471,4.93315,27.5169,2020-10-02 04:45:00
12.745,25.8715,925.5,1.045,24.7,35.977,26.0514,8.77210000000001,7.29655,7.5711,4.65895,26.94585,2020-10-02 05:00:00
27.252,11.3365,937,1.085,26.375,34.796,25.15745,8.68915000000001,7.14905,7.3104,4.13965,26.32,2020-10-02 05:15:00
29.17,13.1535,933.87,1.095,26.175,33.793,25.17035,8.7212,7.29705,7.48025,3.68425,26.4646,2020-10-02 05:30:00
28.036,14.1215,930.59,1.135,25.445,33.402,23.8998,7.92775000000001,6.6784,7.00560000000001,3.36205,23.5961,2020-10-02 05:45:00
23.4735,22.615,938.17,1.205,26.535,33.511,20.79305,6.69685,6.06325,6.20805,2.85095,21.5787,2020-10-02 06:00:00
22.6425,9.264,939.98,1.155,24.375,33.788,19.48645,6.2272,5.7149,5.6358,2.37355,19.7896,2020-10-02 06:15:00
61.3634999999999,11.181,930.955,1.165,25.11,32.787,19.8868,5.81110000000001,5.3139,5.47325,1.8734,18.52445,2020-10-02 06:30:00
87.8089999999999,14.846,952.61,1.09,18.245,32.253,18.17995,4.75435,4.0888,4.01815,1.56145,15.7365,2020-10-02 06:45:00
75.2125,23.468,916.075,1.11,9.215,31.794,12.5619,3.6306,3.3719,3.4642,0.99855,13.2416,2020-10-02 07:00:00
85.6925000000001,9.739,846.665,1.045,22.715,31.38,9.06955000000001,2.54575,2.258,2.60745,0.61195,8.9576,2020-10-02 07:15:00
94.2795000000001,10.595,810.625,1.025,13.07,31.69,4.9935,2.24265,1.84725,2.2772,0.3199,6.39125,2020-10-02 07:30:00
100.903,13.695,805.4,1.01,20.275,32.196,4.5592,1.6963,1.33025,1.53575,0.16035,4.8809,2020-10-02 07:45:00
104.223,19.6905,805.54,1.02,14.725,32.22,2.3245,0.573050000000001,0.5211,0.6298,0.0551999999999999,2.07125,2020-10-02 08:00:00
110.04,5.402,660.505,1.055,4.085,32.138,1.72315,0.27615,0.24055,0.3024,0.0422499999999999,1.178,2020-10-02 08:15:00
116.6285,7.45700000000001,660.45,1.005,4.06,27.745,0.29305,0.0649999999999999,0.0763499999999999,0.0688999999999999,0.01165,0.870299999999999,2020-10-02 08:30:00
130.6375,9.72199999999998,659.83,1.005,4.26,28.486,0.0366999999999999,0.009,0.00955000000000001,0.00635,0.0085,0.02605,2020-10-02 08:45:00
131.6845,15.329,616,1.015,5.28,28.998,0.0142499999999999,0.0011,0.001,0.00105,0,0.00285,2020-10-02 09:00:00
148.382,3.4525,555.355,1.02,4.33,28.722,0.01265,0.0011,0.00095,0.001,0,0.0027,2020-10-02 09:15:00
148.4925,7.13199999999999,557.255,1.005,4.46,27.572,0.01195,0.00095,5e-04,0.00065,0,0.0021,2020-10-02 09:30:00
148.4515,9.22850000000001,571.975,1.005,4.325,27.223,0.0117,6e-04,0.00035,6e-04,0,0.00135,2020-10-02 09:45:00
148.952,17.5705,571.895,1,3.19,26.853,0.0116,6e-04,3e-04,6e-04,0,0.00075,2020-10-02 10:00:00
149.3075,3.5705,395.255,1,3.27,26.888,0.0116,6e-04,3e-04,6e-04,0,0.00075,2020-10-02 10:15:00
149.239,5.632,405.175,1,3.17,27.026,0.0116,6e-04,3e-04,6e-04,0,0.00075,2020-10-02 10:30:00
149.449,8.54049999999999,400.865,1.005,3.215,26.682,0.0116,6e-04,3e-04,6e-04,0,0.00075,2020-10-02 10:45:00
149.4705,13.976,404.03,1.005,3.205,27.015,0.0116,6e-04,3e-04,6e-04,0,0.00075,2020-10-02 11:00:00
149.537,2.974,348.49,1.005,3.2,26.705,0.01165,6e-04,3e-04,6e-04,0,0.00075,2020-10-02 11:15:00
149.448,5.73899999999999,348.605,1.01,3.125,26.576,0.0116,6e-04,3e-04,6e-04,0,0.00075,2020-10-02 11:30:00
149.416,8.30099999999999,355.255,1.025,3.18,26.653,0.0116,6e-04,3e-04,6e-04,0,0.00075,2020-10-02 11:45:00
149.522,14.1295,355.65,1.03,3.175,26.397,0.0105,1e-04,1e-04,0.00035,0,3e-04,2020-10-02 12:00:00
149.185,3.2765,303.27,1.05,3.19,26.442,0.0105,1e-04,1e-04,0.00035,0,3e-04,2020-10-02 12:15:00
149.154,6.10650000000001,304.82,1.045,3.13,26.716,0.00999999999999998,0,5e-05,1e-04,0,0,2020-10-02 12:30:00
149.214,8.1635,305.055,1.045,3.17,26.638,0.00999999999999998,0,0,5e-05,0,0,2020-10-02 12:45:00
149.303,15.0385,305.62,1.04,3.19,26.591,0.00999999999999998,0,0,0,0,0,2020-10-02 13:00:00
149.3515,3.3155,285.46,1.035,3.175,26.534,0.00999999999999998,0,0,0,0,0,2020-10-02 13:15:00
149.3905,7.0605,285.5,1.03,2.185,26.441,0.00999999999999998,0,0,0,0,0,2020-10-02 13:30:00
149.347,11.918,286.03,1.025,1.92,26.513,0.01005,0,0,0,0,0,2020-10-02 13:45:00
149.5435,16.193,287.135,1.035,1.84,26.454,0.01015,0,0,0,0,0,2020-10-02 14:00:00
149.4225,4.0305,287.325,1.015,1.89,26.374,0.0101,0,0,0,0,0,2020-10-02 14:15:00
149.85,8.083,287.62,1.01,1.69,26.406,0.0101,0,0,0,0,0,2020-10-02 14:30:00
149.7105,11.506,288.73,1.02,1.7,26.437,0.00999999999999994,0,0,0,0,0,2020-10-02 14:45:00
149.876,16.7375,288.215,1.075,1.76,26.643,0.00999999999999994,0,0,0,0,0,2020-10-02 15:00:00
149.7945,5.19299999999999,293.645,1.24,1.695,26.348,0.00999999999999994,0,0,0,5e-05,0,2020-10-02 15:15:00
149.6695,8.7885,297.065,1.13,1.7,26.318,0.00999999999999994,0,0,0,0.0395,0,2020-10-02 15:30:00
149.7115,12.507,297.835,1.14,1.845,26.213,0.00999999999999994,0,0,0,0.0366,0,2020-10-02 15:45:00
149.6615,15.522,299.01,1.15,1.895,26.241,0.00999999999999997,0,0,0,0.05825,0,2020-10-02 16:00:00
150.022,4.73599999999999,300.74,1.12,1.96,26.227,0.0099999999999999,0,0,0,0.0648,0,2020-10-02 16:15:00
149.9855,9.153,300.72,1.115,1.79,25.953,0.0099999999999999,0,0,0,0.0615,0,2020-10-02 16:30:00
150.566,12.3055,300.06,1.13,1.85,26.047,0.00999999999999985,0,0,0,0.0693,0,2020-10-02 16:45:00
152.324,17.9295,299.26,1.2,1.81,26.41,0.00999999999999985,0,0,0,0.06105,0,2020-10-02 17:00:00
153.3035,4.475,299.55,1.125,1.745,26.354,0.00999999999999985,0,0,0,0.0523,0,2020-10-02 17:15:00
155.0165,9.25900000000001,299.515,1.075,1.73,26.275,0.00999999999999985,0,0,0,0.0658,0,2020-10-02 17:30:00
155.148,14.3635,301.03,1.115,1.82,26.339,0.00999999999999985,0,0,0,0.06745,0,2020-10-02 17:45:00
156.0665,20.212,302.81,1.1,1.84,26.794,0.00999999999999987,0,0,0,0.1,0,2020-10-02 18:00:00
156.122,4.7665,345.2,1.085,1.83,26.686,0.00999999999999985,0,0,0,0.09345,0,2020-10-02 18:15:00
156.215,9.75199999999999,347.255,1.06,1.76,26.737,0.00999999999999985,0,0,0,0.0729,0,2020-10-02 18:30:00
156.4895,14.108,347.815,1.06,1.82,26.958,0.0100499999999999,0,0,0,0.0767,0,2020-10-02 18:45:00
156.635,19.513,347.77,1.06,1.845,26.645,0.0099999999999999,0,0,0,0.0949000000000001,0,2020-10-02 19:00:00
156.1655,5.463,338.075,1.025,2.04,28.674,0.00999999999999992,0.00095,0,0,0.12155,0.00635,2020-10-02 19:15:00
156.703,10.228,337.68,1.03,1.795,28.342,0.00999999999999992,0.00635,0,0,0.1423,0.00825000000000001,2020-10-02 19:30:00
157.596,15.4295,336.785,1.03,2.07,28.468,0.354099999999999,0.09845,0.0758499999999998,0.06825,0.14965,0.30795,2020-10-02 19:45:00
157.5935,19.3445,335.54,1.065,27.44,28.396,0.558199999999999,0.1362,0.1211,0.11265,0.14605,0.506449999999999,2020-10-02 20:00:00
154.3115,7.2525,471.775,1.045,21.89,27.809,2.43525,0.598949999999999,0.594050000000001,0.45825,0.43325,2.13015,2020-10-02 20:15:00
152.394,10.526,473.265,1.045,26.21,33.541,3.21295,0.9123,0.8612,0.79845,0.77285,2.82565,2020-10-02 20:30:00
148.1265,13.184,472.91,1.035,23.9,34.163,6.34030000000001,1.4763,1.45795,1.32925,1.11305,5.7283,2020-10-02 20:45:00
138.4735,21.9645,471.08,1.1,25.27,34.243,6.33895000000001,2.24885,2.17915,1.5078,1.4594,8.64110000000001,2020-10-02 21:00:00
123.604,9.3055,598.58,1.015,26.315,33.852,13.2342,3.29035,3.2603,2.6006,2.06265,12.6191,2020-10-02 21:15:00
121.5295,11.382,643.5,1.02,26.28,33.726,16.0342,3.5939,3.7164,3.16815,2.6688,13.693,2020-10-02 21:30:00
107.6695,13.2915,659.915,1.115,25.57,33.688,18.85345,4.79385,4.1708,3.82985,3.16415,17.6687,2020-10-02 21:45:00
103.8685,22.546,645.995,1.26,28,34.854,18.44765,5.645,5.00355,4.4287,3.6981,19.54825,2020-10-02 22:00:00
96.2625,8.80049999999999,767.725,1.395,25.93,35.289,21.50925,5.70115,5.1782,4.6943,4.07105,20.2413,2020-10-02 22:15:00
101.509,11.445,768.55,1.245,25.065,35.274,24.7179,6.25125,5.66404999999999,5.15515,4.58580000000001,20.78595,2020-10-02 22:30:00
106.5445,14.632,768.025,1.31,25.415,35.065,25.6374,6.68665,5.67425,5.6184,5.0008,20.8599,2020-10-02 22:45:00
99.2995,21.242,762.195,1.285,29.23,35.608,26.1212999999999,6.55165,5.7039,5.74985,5.25350000000001,21.7249,2020-10-02 23:00:00
63.587,9.287,768.895,1.23,27.8,36.888,28.0413,7.6472,6.39795,6.4326,5.472,24.9651,2020-10-02 23:15:00
53.5279999999999,12.025,776.305,1.215,28.125,37.378,35.0394,9.68750000000001,8.43885,8.0699,5.95695,30.5567,2020-10-02 23:30:00
44.6475,14.439,811.345,1.105,27.615,37.822,35.5301,10.04435,8.8865,8.2473,6.1959,31.69185,2020-10-02 23:45:00
34.1955,25.5135,810.455,1.205,28.395,38.102,35.79075,10.2687,8.86205,8.65335,6.41375,32.41435,2020-10-03 00:00:00
28.164,14.447,821.435,1.175,27.645,37.848,36.60805,10.46055,9.22160000000001,8.87934999999999,6.5667,32.8909,2020-10-03 00:15:00
28.3035,13.5335,828.745,1.5,27.79,37.476,36.6529,10.52415,9.22470000000001,8.89685,6.6105,32.98425,2020-10-03 00:30:00
28.4115,15.6035,847.8,1.505,26.8,38.13,37.2494,10.5281,9.40025000000001,8.96054999999999,6.83785,33.0981,2020-10-03 00:45:00
29.0445,27.986,840.32,1.47,25.595,37.81,39.02935,10.63275,9.959,9.19785,6.97884999999999,33.0622,2020-10-03 01:00:00
13.1435,14.0345,828.165,1.42,27.535,38.386,38.71275,10.60805,9.8032,9.13364999999999,7.03304999999999,33.22555,2020-10-03 01:15:00
12.2215,15.27,905.35,1.515,28.795,38.024,39.11055,10.66705,9.93555,9.1384,7.11479999999999,33.4948,2020-10-03 01:30:00
12.371,18.239,938.885,1.435,26.615,37.852,38.8897,10.5863,10.02345,9.14249999999999,7.0857,33.4699,2020-10-03 01:45:00
14.085,29.4645,938.495,1.47,25.12,36.288,37.4318,10.57975,9.81005,9.14545,7.05830000000001,33.486,2020-10-03 02:00:00
11.281,17.118,943.24,1.34,25.955,38.846,35.0269,10.161,8.7521,8.7569,6.94434999999999,33.1354,2020-10-03 02:15:00
10.4615,16.152,953.98,1.375,28.815,39.5030000000001,34.6551,10.1746,8.72869999999999,8.76035,6.89215,33.13665,2020-10-03 02:30:00
10.915,16.063,943.655,1.18,27.53,39.834,35.8248,10.2844,9.35159999999999,9.06144999999999,6.50065,33.3718,2020-10-03 02:45:00
11.65,30.8055,943.545,1.175,29.065,40.19,35.34475,10.3428,9.47024999999999,9.06705,6.0964,33.23905,2020-10-03 03:00:00
