Building0,Building1,Building3,Building4,Building5,Building6,Solar0,Solar1,Solar2,Solar3,Solar4,Solar5
38.00650000000004,20.286000000000005,739.365,1.11,27.88,37.753,33.15710000000006,8.9339,9.672050000000011,8.824400000000004,5.541850000000002,27.252799999999993
33.367500000000014,4.866499999999998,715.87,1.155,28.13,37.48100000000001,31.802900000000044,8.886050000000001,9.275250000000014,8.589249999999998,5.149850000000002,28.274300000000007
26.13200000000003,10.278000000000002,559.635,1.235,28.545,37.61499999999999,31.601150000000022,8.877350000000002,8.942750000000013,8.487550000000004,4.781100000000005,28.61720000000002
26.19100000000002,15.740999999999975,477.405,1.135,26.54,36.88199999999996,31.09610000000001,8.768049999999999,8.864400000000012,8.315500000000002,4.114150000000007,28.704499999999967
28.857500000000012,19.38200000000003,432.64,1.14,24.56,36.75099999999996,28.099750000000018,8.426900000000003,8.036100000000012,7.646750000000002,3.2137500000000006,27.26505000000001
25.892000000000003,6.290000000000001,440.665,1.09,20.555,36.807999999999986,25.512350000000016,7.868150000000002,7.254300000000004,7.091200000000003,2.970649999999998,25.377150000000018
23.813999999999982,10.930000000000001,456.665,1.08,22.785,37.249,24.046800000000008,7.929649999999993,7.05415,6.799300000000003,2.8809499999999972,24.068550000000013
21.023999999999987,15.783499999999982,456.68,1.355,24.89,37.27800000000002,22.482450000000018,7.083399999999996,6.43655,6.509800000000005,2.7206499999999996,22.72505000000003
18.044499999999992,14.151499999999997,487.255,1.29,26.18,34.25500000000002,19.81255000000003,6.3805999999999985,5.710449999999998,5.8207,2.4954500000000004,21.586799999999997
18.08300000000003,4.821000000000003,527.95,1.095,26.84,33.577000000000005,17.50715000000001,5.3638500000000064,4.9455999999999944,5.237799999999996,1.8455000000000006,19.90124999999998
45.775500000000086,8.456500000000007,540.92,1.085,29.545,33.497000000000014,13.04965000000001,4.808500000000004,4.130149999999992,4.5046,1.5854000000000001,15.690049999999985
54.94400000000003,13.544500000000028,554.525,1.08,22.465,34.06100000000001,9.409149999999988,3.8903500000000064,3.1936500000000008,3.483749999999998,1.249700000000001,12.591300000000004
55.801500000000026,16.034000000000027,385.62,1.105,16.19,30.292999999999964,6.000750000000003,2.826000000000002,2.3677499999999996,2.6182999999999987,0.7603999999999996,8.338750000000005
79.19800000000004,4.187999999999999,392.51,1.09,27.825,30.114999999999956,4.664549999999997,1.8731500000000032,1.7863999999999987,1.9274000000000007,0.5079,6.670399999999996
99.45999999999987,8.178000000000004,411.025,1.035,15.375,29.713999999999942,2.3265999999999987,1.2164500000000011,1.126900000000001,1.4830500000000004,0.2740500000000001,3.805600000000005
107.35499999999978,12.47200000000001,361.88,1.13,22.68,28.08999999999996,1.3066000000000009,0.5325000000000005,0.5355500000000005,0.5802500000000002,0.14915,1.8531500000000012
108.17949999999973,17.4275,385.71,1.1,15.75,28.96899999999997,1.0449999999999988,0.2725000000000003,0.3305999999999998,0.31460000000000027,0.04759999999999997,1.2691999999999988
119.17949999999979,3.588000000000004,402.3,1.115,1.245,29.759999999999973,0.6484500000000004,0.09019999999999997,0.07214999999999998,0.08135000000000002,0.024549999999999947,0.5938999999999993
124.50649999999985,6.708499999999999,386.27,1.14,1.27,28.794999999999963,0.06429999999999991,0.017049999999999964,0.016349999999999996,0.010900000000000003,0.0040500000000000015,0.34345000000000026
133.82849999999976,9.344500000000009,391.6,1.115,1.295,30.798000000000005,0.010399999999999998,0.0004,0.0002,0.0008500000000000002,0.00035000000000000005,0.0015000000000000002
142.76849999999996,14.13050000000001,518.19,1.15,2.01,31.361999999999984,0.010899999999999915,0,0,0.00005,0.017799999999999996,0
151.7355000000002,3.1549999999999985,386.245,1.21,1.895,30.67599999999999,0.00999999999999992,0,0,0,0.08704999999999999,0
154.81750000000025,5.980999999999998,371.405,1.205,2.09,29.84100000000003,0.009999999999999908,0,0,0,0.06165,0
157.5490000000001,8.792999999999996,348.215,1.165,2.395,29.497000000000053,0.009999999999999875,0,0,0,0.08689999999999998,0
158.84450000000012,11.471500000000008,322.535,1.42,3.325,29.20900000000005,0.009999999999999868,0,0,0,0.0412,0
161.92600000000016,2.7544999999999975,330.87,1.735,3.115,29.015000000000033,0.009999999999999844,0,0,0,0.03205,0
152.88750000000016,5.389000000000005,332.55,1.535,3.33,28.89800000000001,0.009999999999999844,0,0,0,0.03725,0
153.0455000000002,8.551499999999994,334.78,1.415,3.4,28.437999999999967,0.009999999999999844,0,0,0,0.0313,0
153.8245000000004,11.414999999999987,335.13,1.35,3.165,27.121999999999986,0.009999999999999844,0,0,0,0.026000000000000002,0
153.54250000000036,2.738000000000001,306.97,1.3,3.42,27.076,0.009999999999999865,0,0,0,0.031200000000000002,0
153.06500000000017,5.696500000000011,307.045,1.43,3.42,28.667999999999953,0.010049999999999872,0,0,0,0.0416,0
153.3620000000001,8.61999999999999,309.465,1.43,3.23,28.797999999999966,0.00999999999999988,0,0,0,0.04445,0
154.5820000000001,10.966499999999996,310.965,1.31,3.47,28.88499999999998,0.009999999999999901,0,0,0,0.05535,0
156.0200000000003,2.969499999999995,285.915,1.44,3.23,28.901999999999976,0.009999999999999879,0,0,0,0.04445,0
155.5830000000002,5.7739999999999965,292.035,1.245,3.56,28.414999999999978,0.009999999999999872,0,0,0,0.0364,0
155.6330000000002,8.447499999999998,294.08,1.225,3.61,28.37099999999999,0.009999999999999865,0,0,0,0.034050000000000004,0
157.00050000000013,11.199499999999999,296.2,1.2,3.32,28.186000000000014,0.009999999999999844,0,0,0,0.026000000000000002,0
155.23299999999998,2.792000000000001,288.92,1.19,3.635,28.295,0.009999999999999844,0,0,0,0.00805,0
154.81599999999992,5.352500000000007,291.73,1.19,3.53,28.343999999999998,0.009999999999999844,0,0,0,0.0161,0
154.13999999999993,8.716500000000002,293.065,1.2,3.405,28.55999999999999,0.009999999999999844,0,0,0,0.025750000000000002,0
154.0465,11.408000000000007,297.235,1.235,3.82,28.990999999999975,0.00999999999999987,0,0,0,0.04189999999999999,0
154.41250000000005,2.7340000000000004,291.575,1.125,3.85,28.270999999999994,0.009999999999999848,0,0,0,0.0337,0
154.32450000000006,6.030500000000005,290.635,1.125,3.965,28.02299999999999,0.009999999999999846,0,0,0,0.03545,0
155.08700000000002,9.15949999999999,290.86,1.14,4.195,27.638999999999992,0.009999999999999848,0,0,0,0.0097,0
154.69799999999998,11.336999999999998,288.93,1.155,3.7,27.505000000000013,0.009999999999999848,0,0,0,0,0
154.22249999999994,3.2895000000000016,289.77,1.13,3.96,27.241,0.010249999999999919,0,0,0,0,0
154.20049999999992,6.542499999999993,294.33,1.175,4.41,27.20500000000001,0.009999999999999929,0,0,0,0.00515,0
153.65449999999993,9.307999999999998,294.335,1.19,5.91,27.196000000000005,0.009999999999999929,0,0,0,0.0002,0
153.75199999999992,11.010500000000004,293.47,1.185,6.78,27.210000000000015,0.009999999999999938,0,0,0,0,0
154.07150000000001,2.874499999999999,294.42,1.25,6.34,27.341000000000008,0.010099999999999928,0,0,0,0.00515,0
154.15550000000002,5.914000000000002,294.15,1.22,6.71,27.361000000000008,0.009999999999999955,0,0,0,0,0
154.57500000000005,8.929,293.46,1.215,6.665,27.406,0.010049999999999957,0,0,0,0,0
155.22450000000003,11.329,292.385,1.25,6.305,27.654,0.009999999999999957,0,0,0,0,0
156.119,2.9100000000000024,291.145,1.235,6.665,27.682,0.009999999999999957,0,0,0,0,0
156.61150000000004,5.869500000000003,289.39,1.285,6.67,27.960000000000004,0.010049999999999958,0,0,0,0,0
156.72950000000003,8.750500000000011,288.265,1.415,6.405,27.937,0.010099999999999958,0,0,0,0,0
156.807,11.504000000000001,287.8,1.33,6.7,28.30000000000002,0.010249999999999964,0,0,0,0,0
156.27650000000006,3.333000000000001,299.66,1.38,6.385,28.430000000000017,0.01019999999999996,0,0,0,0,0
156.22650000000004,6.265500000000006,299.695,1.335,6.565,27.778,0.010149999999999961,0,0,0,0,0
156.11150000000004,9.597999999999999,299.375,1.26,6.59,27.950999999999993,0.010199999999999982,0,0,0,0.002200000000000001,0
155.4805,11.421999999999995,300.08,1.245,6.145,28.322,0.010349999999999988,0,0,0,0.002900000000000001,0
156.06049999999996,2.9725000000000024,314.065,1.255,6.215,28.744,0.010649999999999991,0.0009500000000000001,0,0,0.004400000000000002,0.006350000000000005
154.70749999999998,6.544999999999995,316.41,1.255,5.37,28.557999999999993,0.010549999999999993,0.006350000000000005,0,0,0.02025,0.008250000000000006
154.44049999999996,9.291500000000006,316.05,1.245,5.935,28.600000000000005,0.37079999999999863,0.10425000000000004,0.07854999999999983,0.06995,0.0626,0.32579999999999965
154.66549999999995,14.119999999999994,316.57,1.215,23.19,28.90000000000001,0.5744999999999983,0.14795000000000028,0.1323499999999999,0.11925000000000015,0.09275000000000003,0.5278999999999993
154.43950000000004,4.203499999999994,373.795,1.24,20.41,28.71499999999999,2.317300000000005,0.4970999999999995,0.4857500000000007,0.41264999999999935,0.4149500000000005,1.826249999999999
153.97099999999998,7.818499999999995,403.995,1.215,20.065,31.847000000000033,3.301450000000005,0.7922999999999993,0.7816000000000001,0.6056500000000004,0.7765000000000005,2.7486499999999983
154.496,11.765500000000017,411.985,1.165,19.59,33.203,6.453400000000017,1.2936500000000013,1.2741999999999993,1.0975499999999994,1.0079000000000007,5.642650000000003
152.52099999999996,16.623000000000026,434.625,1.22,16.9,33.44000000000002,7.037300000000007,1.964,1.8261999999999994,1.3432500000000007,1.47155,7.7070500000000095
150.52450000000005,3.7149999999999967,448.485,1.21,28.13,32.967,12.548449999999995,3.314350000000002,2.791949999999994,2.3021999999999974,2.0882500000000004,12.487200000000014
141.67549999999991,6.5809999999999995,447.905,1.3,25.35,33.62000000000002,15.412250000000013,3.937600000000001,3.363150000000005,2.8884000000000007,2.597099999999997,13.75825000000001
136.6134999999997,9.281000000000018,470.06,1.28,25.375,33.34799999999998,20.177949999999985,4.833750000000008,4.3367500000000065,3.6902499999999963,3.148350000000001,18.757250000000028
131.02399999999992,12.223499999999987,489.53,1.39,29,33.22399999999996,21.883799999999997,5.552350000000007,5.012000000000005,4.375599999999999,3.6585999999999985,21.433000000000007
111.64500000000015,4.805999999999993,516.98,1.39,27.785,33.37499999999996,25.331349999999972,6.420599999999988,5.7020499999999945,5.115250000000002,4.040099999999998,23.174300000000002
90.69450000000005,8.271499999999998,566.875,1.375,28.575,33.748999999999974,27.06064999999998,7.108299999999989,6.461200000000003,5.759699999999996,4.540200000000007,23.895300000000002
83.7875,11.386499999999998,590.88,1.45,27.565,35.293000000000006,29.95074999999996,7.979899999999998,7.111099999999997,6.452450000000003,4.912050000000005,26.06499999999999
71.88850000000004,15.743000000000004,594.995,1.395,28.285,35.16800000000002,31.938699999999944,8.45075000000001,7.730150000000001,6.904250000000007,5.19425,28.325700000000037
47.636999999999965,6.189500000000001,569.61,1.18,29.355,32.86900000000001,34.25629999999997,8.990350000000015,8.190200000000008,7.569600000000001,5.487650000000001,30.02284999999997
39.28999999999996,7.77849999999999,576.025,1.125,30.085,32.660000000000025,36.86025000000001,9.814,8.653650000000004,7.752849999999988,6.027849999999998,32.49204999999994
33.004999999999974,10.127999999999997,568.29,1.06,29.95,32.086000000000006,36.582999999999984,10.070699999999999,8.607550000000005,8.027299999999997,6.222299999999999,33.01259999999998
30.379499999999986,20.36699999999999,606.5,1.035,28.405,33.033,37.05679999999998,10.494249999999992,9.169199999999998,8.751799999999992,6.501749999999998,33.60535000000001
25.265500000000017,5.441999999999998,666.15,1.065,27.505,33.196999999999974,38.24204999999998,10.890499999999996,9.82755000000001,9.212199999999989,6.698149999999999,34.20400000000002
25.399000000000015,8.494000000000007,631.665,1.06,27.845,33.21399999999997,38.97109999999997,11.019549999999988,9.893600000000008,9.247349999999992,6.762449999999997,34.09729999999999
25.895500000000002,11.132499999999988,679.985,1.12,29.94,32.22399999999996,38.75954999999997,11.080700000000002,10.09515000000001,9.379399999999983,6.968149999999997,33.95479999999997
27.948000000000015,23.65449999999998,803.225,1.085,25.72,33.477999999999994,39.83514999999999,11.084649999999995,10.327050000000007,9.488149999999985,7.0615499999999916,33.85440000000003
10.393999999999995,7.332499999999997,750.835,1.1,30.045,33.895999999999994,39.47054999999996,11.114400000000003,10.302300000000002,9.581199999999985,7.075449999999995,33.98794999999998
9.453499999999993,12.735999999999999,753.99,1.115,26.37,35.489000000000026,39.96749999999997,11.127249999999997,10.285000000000002,9.647299999999985,7.076799999999999,34.129399999999976
10.634499999999996,17.03900000000002,821.365,1.04,25.955,36.59000000000007,40.16024999999998,11.00359999999999,10.330250000000005,9.659249999999986,7.04075,34.115750000000006
11.304000000000004,26.92799999999998,839.58,1.065,26.49,35.978000000000044,38.75119999999996,10.919399999999996,10.17675,9.598949999999991,7.080500000000005,33.72169999999996
9.499499999999989,9.763999999999983,949.87,1.015,26.23,36.55800000000006,37.879599999999975,10.830799999999986,9.931850000000003,9.593549999999997,7.097349999999994,33.774249999999995
9.361499999999989,14.46200000000001,910.725,1,28.775,36.123000000000054,37.36239999999995,10.82659999999999,9.862600000000002,9.560899999999997,7.042649999999997,33.80284999999996
9.820999999999994,18.536000000000026,911.755,1.01,26.025,35.84800000000002,37.281949999999945,10.713249999999992,9.882299999999999,9.366849999999992,6.884500000000008,33.78709999999994
10.319999999999993,29.761999999999986,831.08,1.045,26.87,35.58799999999999,36.637450000000015,10.631499999999987,9.86725,9.37,6.755199999999997,33.2986
10.443000000000001,10.640999999999995,851.805,1.045,25.8,36.109999999999985,36.32564999999998,10.53239999999999,9.60615,9.255499999999994,6.562700000000006,33.06500000000005
10.804500000000003,15.32949999999999,907.105,1.075,26.77,36.49100000000002,34.973050000000015,10.441749999999987,9.452850000000005,8.939550000000006,6.189350000000004,32.40085000000004
11.278500000000001,17.03149999999998,891.665,1.075,25.8,36.54600000000003,32.795099999999984,10.04,9.103350000000006,8.682600000000003,6.148849999999997,31.321649999999995
12.141500000000002,28.031500000000005,979.81,1.1,26.205,36.940000000000026,29.609550000000002,9.751950000000011,8.261450000000007,8.340900000000003,5.907999999999991,29.89685000000002
12.411000000000008,12.802499999999995,996.955,1.135,25.51,36.773000000000025,27.119800000000033,9.493450000000005,7.6906000000000025,7.876400000000002,5.535449999999994,28.556799999999996
13.191500000000005,14.436500000000006,969.43,1.095,26.41,36.99800000000001,27.00040000000005,9.151950000000006,7.520100000000002,7.719549999999999,5.2386,28.259300000000007
12.706500000000007,15.788000000000011,952.375,1.095,28,36.57099999999999,26.93745000000004,8.929950000000007,7.414200000000009,7.6471,4.93315,27.516899999999985
12.74500000000001,25.8715,925.5,1.045,24.7,35.976999999999975,26.051400000000037,8.772100000000007,7.296550000000004,7.571100000000004,4.65895,26.945849999999993
27.252,11.336500000000003,937,1.085,26.375,34.79599999999998,25.15745000000003,8.689150000000005,7.149050000000001,7.3104000000000005,4.1396500000000005,26.319999999999986
29.16999999999997,13.1535,933.87,1.095,26.175,33.79299999999999,25.17035000000003,8.721200000000001,7.297050000000001,7.480250000000003,3.6842499999999996,26.464600000000004
28.03600000000001,14.121500000000005,930.59,1.135,25.445,33.402000000000015,23.899799999999985,7.927750000000008,6.678399999999998,7.0056000000000065,3.362050000000001,23.596100000000032
23.473499999999998,22.614999999999988,938.17,1.205,26.535,33.51100000000001,20.793049999999994,6.696850000000004,6.06325,6.208050000000002,2.850949999999999,21.578699999999998
22.642500000000013,9.263999999999998,939.98,1.155,24.375,33.788000000000004,19.486449999999994,6.227200000000003,5.714900000000004,5.635800000000002,2.3735500000000016,19.78959999999999
61.36349999999994,11.18099999999999,930.955,1.165,25.11,32.78699999999999,19.886799999999997,5.811100000000008,5.313900000000003,5.473250000000002,1.8733999999999988,18.52445
87.80899999999987,14.846000000000009,952.61,1.09,18.245,32.253,18.179949999999998,4.754350000000001,4.088800000000001,4.018150000000003,1.5614499999999998,15.736500000000008
75.21250000000003,23.468000000000025,916.075,1.11,9.215,31.794000000000036,12.561900000000014,3.6305999999999994,3.3719000000000006,3.464200000000003,0.9985499999999996,13.241600000000007
85.6925000000001,9.739,846.665,1.045,22.715,31.38,9.069550000000007,2.5457500000000017,2.257999999999998,2.6074500000000014,0.6119499999999998,8.957599999999996
94.2795000000001,10.595000000000002,810.625,1.025,13.07,31.69,4.9935000000000045,2.2426500000000007,1.8472500000000005,2.2771999999999983,0.3198999999999999,6.391249999999996
100.90300000000003,13.694999999999999,805.4,1.01,20.275,32.19599999999999,4.559199999999997,1.6962999999999997,1.3302500000000004,1.5357499999999995,0.1603500000000001,4.880899999999999
104.22300000000001,19.69050000000001,805.54,1.02,14.725,32.21999999999998,2.3245000000000022,0.5730500000000007,0.5211000000000002,0.6298000000000004,0.05519999999999988,2.0712499999999987
110.03999999999992,5.401999999999996,660.505,1.055,4.085,32.137999999999984,1.7231500000000008,0.2761499999999997,0.24054999999999985,0.3024000000000001,0.04224999999999986,1.1779999999999993
116.62849999999989,7.4570000000000105,660.45,1.005,4.06,27.74500000000002,0.2930500000000001,0.06499999999999988,0.07634999999999988,0.06889999999999988,0.011649999999999968,0.8702999999999992
130.6375000000001,9.721999999999984,659.83,1.005,4.26,28.486000000000008,0.036699999999999934,0.009000000000000005,0.009550000000000006,0.006350000000000003,0.0085,0.026049999999999972
131.68450000000018,15.328999999999994,616,1.015,5.28,28.998,0.014249999999999943,0.0011,0.0010000000000000002,0.0010500000000000002,0,0.00285
148.38200000000026,3.4525000000000023,555.355,1.02,4.33,28.721999999999994,0.012649999999999955,0.0011,0.0009500000000000001,0.0010000000000000002,0,0.0027
148.49250000000026,7.13199999999999,557.255,1.005,4.46,27.571999999999992,0.011949999999999962,0.0009500000000000001,0.0005,0.0006499999999999999,0,0.0021000000000000003
148.4515000000002,9.228500000000007,571.975,1.005,4.325,27.223000000000003,0.011699999999999967,0.0006,0.00035000000000000005,0.0006,0,0.00135
148.95200000000014,17.570500000000017,571.895,1,3.19,26.853000000000005,0.01159999999999997,0.0006,0.00030000000000000003,0.0006,0,0.00075
149.3075000000001,3.570499999999998,395.255,1,3.27,26.88799999999999,0.01159999999999997,0.0006,0.00030000000000000003,0.0006,0,0.00075
149.23900000000012,5.632000000000004,405.175,1,3.17,27.026000000000003,0.01159999999999997,0.0006,0.00030000000000000003,0.0006,0,0.00075
149.4490000000001,8.540499999999994,400.865,1.005,3.215,26.682,0.01159999999999997,0.0006,0.00030000000000000003,0.0006,0,0.00075
149.47050000000002,13.97599999999999,404.03,1.005,3.205,27.015,0.01159999999999997,0.0006,0.00030000000000000003,0.0006,0,0.00075
149.53699999999995,2.9740000000000015,348.49,1.005,3.2,26.705,0.011649999999999964,0.0006,0.00030000000000000003,0.0006,0,0.00075
149.44799999999998,5.738999999999991,348.605,1.01,3.125,26.576000000000008,0.01159999999999996,0.0006,0.00030000000000000003,0.0006,0,0.00075
149.41599999999994,8.300999999999993,355.255,1.025,3.18,26.653000000000006,0.01159999999999996,0.0006,0.00030000000000000003,0.0006,0,0.00075
149.52199999999996,14.129500000000014,355.65,1.03,3.175,26.397,0.010499999999999978,0.0001,0.0001,0.00035000000000000005,0,0.0003
149.18499999999986,3.276500000000002,303.27,1.05,3.19,26.442000000000007,0.010499999999999971,0.0001,0.0001,0.00035000000000000005,0,0.0003
149.15399999999988,6.106500000000012,304.82,1.045,3.13,26.71600000000002,0.009999999999999981,0,0.00005,0.0001,0,0
149.21399999999983,8.163500000000003,305.055,1.045,3.17,26.637999999999998,0.00999999999999998,0,0,0.00005,0,0
149.30299999999983,15.038499999999985,305.62,1.04,3.19,26.591000000000008,0.00999999999999998,0,0,0,0,0
149.35149999999993,3.3155,285.46,1.035,3.175,26.534000000000006,0.00999999999999998,0,0,0,0,0
149.3905,7.0604999999999976,285.5,1.03,2.185,26.44100000000002,0.009999999999999981,0,0,0,0,0
149.34699999999998,11.918000000000006,286.03,1.025,1.92,26.513000000000023,0.010049999999999983,0,0,0,0,0
149.54349999999994,16.193000000000023,287.135,1.035,1.84,26.454000000000015,0.010149999999999987,0,0,0,0,0
149.4225,4.030500000000002,287.325,1.015,1.89,26.374000000000024,0.010099999999999984,0,0,0,0,0
149.85000000000014,8.083,287.62,1.01,1.69,26.40600000000002,0.010099999999999968,0,0,0,0,0
149.71050000000017,11.506000000000007,288.73,1.02,1.7,26.43700000000001,0.009999999999999945,0,0,0,0,0
149.87600000000018,16.737499999999976,288.215,1.075,1.76,26.642999999999994,0.009999999999999943,0,0,0,0,0
149.79450000000014,5.192999999999994,293.645,1.24,1.695,26.347999999999978,0.009999999999999943,0,0,0,0.00005,0
149.66950000000017,8.7885,297.065,1.13,1.7,26.317999999999994,0.00999999999999994,0,0,0,0.0395,0
149.71150000000014,12.50699999999999,297.835,1.14,1.845,26.213000000000008,0.00999999999999994,0,0,0,0.0366,0
149.66150000000013,15.522000000000025,299.01,1.15,1.895,26.24099999999999,0.009999999999999966,0,0,0,0.05825,0
150.0220000000001,4.7359999999999935,300.74,1.12,1.96,26.227000000000004,0.009999999999999905,0,0,0,0.06480000000000001,0
149.98550000000012,9.153000000000004,300.72,1.115,1.79,25.953000000000003,0.009999999999999905,0,0,0,0.06150000000000001,0
150.56600000000014,12.3055,300.06,1.13,1.85,26.046999999999983,0.009999999999999848,0,0,0,0.06930000000000001,0
152.32400000000015,17.92949999999998,299.26,1.2,1.81,26.409999999999997,0.009999999999999848,0,0,0,0.061050000000000014,0
153.3035000000001,4.4750000000000005,299.55,1.125,1.745,26.353999999999996,0.009999999999999848,0,0,0,0.052300000000000006,0
155.01650000000006,9.25900000000001,299.515,1.075,1.73,26.274999999999988,0.009999999999999848,0,0,0,0.06580000000000001,0
155.14800000000008,14.363500000000004,301.03,1.115,1.82,26.338999999999988,0.009999999999999848,0,0,0,0.06745000000000001,0
156.06650000000005,20.21199999999998,302.81,1.1,1.84,26.793999999999986,0.00999999999999987,0,0,0,0.10000000000000002,0
156.12200000000007,4.766499999999998,345.2,1.085,1.83,26.686000000000003,0.009999999999999848,0,0,0,0.09345,0
156.21500000000006,9.751999999999994,347.255,1.06,1.76,26.737,0.009999999999999848,0,0,0,0.0729,0
156.48950000000005,14.108000000000029,347.815,1.06,1.82,26.95799999999999,0.010049999999999878,0,0,0,0.0767,0
156.635,19.51300000000003,347.77,1.06,1.845,26.644999999999992,0.009999999999999903,0,0,0,0.09490000000000011,0
156.16549999999992,5.462999999999998,338.075,1.025,2.04,28.673999999999975,0.009999999999999915,0.0009500000000000001,0,0,0.12155000000000017,0.006350000000000005
156.70299999999995,10.228000000000014,337.68,1.03,1.795,28.341999999999974,0.009999999999999915,0.006350000000000005,0,0,0.14230000000000007,0.008250000000000006
157.59599999999995,15.429499999999988,336.785,1.03,2.07,28.467999999999964,0.3540999999999987,0.09844999999999997,0.07584999999999983,0.06824999999999998,0.1496500000000002,0.30794999999999956
157.59349999999995,19.344500000000004,335.54,1.065,27.44,28.395999999999972,0.5581999999999986,0.13620000000000018,0.12109999999999989,0.11265000000000015,0.14605000000000018,0.5064499999999994
154.31149999999988,7.252499999999997,471.775,1.045,21.89,27.80899999999998,2.4352500000000044,0.5989499999999994,0.5940500000000005,0.45824999999999966,0.43325000000000025,2.13015
152.39399999999986,10.525999999999994,473.265,1.045,26.21,33.54099999999998,3.2129500000000037,0.9122999999999998,0.8612000000000002,0.79845,0.7728499999999999,2.8256499999999996
148.1264999999998,13.184000000000001,472.91,1.035,23.9,34.16299999999997,6.3403000000000125,1.4762999999999997,1.4579499999999987,1.3292499999999996,1.1130500000000005,5.728300000000001
138.47349999999983,21.964499999999997,471.08,1.1,25.27,34.24299999999996,6.33895000000001,2.2488499999999996,2.1791499999999986,1.5078000000000003,1.459400000000001,8.64110000000001
123.60399999999983,9.305500000000002,598.58,1.015,26.315,33.85199999999998,13.234200000000001,3.2903500000000023,3.260299999999998,2.6005999999999974,2.0626500000000005,12.619100000000014
121.52949999999981,11.381999999999996,643.5,1.02,26.28,33.72599999999999,16.034200000000002,3.5939000000000028,3.7164000000000033,3.1681500000000007,2.668799999999998,13.693000000000007
107.66949999999991,13.291499999999992,659.915,1.115,25.57,33.687999999999995,18.853449999999988,4.793850000000003,4.170800000000004,3.8298499999999995,3.164150000000003,17.668700000000015
103.86849999999993,22.546000000000003,645.995,1.26,28,34.854,18.44764999999999,5.645000000000002,5.0035500000000015,4.428700000000003,3.698099999999998,19.54825000000003
96.26249999999996,8.800499999999992,767.725,1.395,25.93,35.28899999999999,21.509249999999987,5.701149999999996,5.1781999999999995,4.694299999999999,4.071049999999997,20.241300000000003
101.50900000000006,11.445,768.55,1.245,25.065,35.27399999999998,24.71789999999999,6.251249999999999,5.664049999999994,5.15515,4.585800000000005,20.785949999999985
106.54450000000003,14.632000000000016,768.025,1.31,25.415,35.06499999999998,25.637399999999992,6.686650000000004,5.674249999999997,5.6184,5.000800000000004,20.85989999999998
99.29949999999995,21.24200000000001,762.195,1.285,29.23,35.608,26.121299999999938,6.55165,5.7039000000000035,5.749850000000004,5.253500000000005,21.724899999999995
63.586999999999954,9.286999999999997,768.895,1.23,27.8,36.88800000000002,28.04129999999996,7.647199999999999,6.39795,6.432600000000004,5.472,24.96509999999999
